record_id;base_id;id;file_name;title;author;date;print_run;typography_name;production_method;original_language;text_language;is_translation;note;has_text;record_type;text_word_count;text_char_count_with_spaces;text_char_count_without_spaces;source
89;85;85;lclc-n085-LKJS_Riga_committee-2000-1934-11-12.txt;LKJS Rīgas komitejas lapiņa par Latvijas buržuāzijas prettautisko politiku un darbaļaužu apspiešanu, ar aicinājumu cīnīties par Padomju Latviju;LKJS Rīgas komiteja;1934-11-12;2000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;761;5584;4811;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 182–184.
90;86;86;lclc-n086-SP_CK-3000-1934-11.txt;Latvijas Sarkanās Palīdzības CK aicinājums strādniekiem, zemniekiem un darba inteliģencei piedalīties līdzekļu un mantu vākšanā politieslodzīto un viņu ģimeņu pabalstīšanai;Latvijas Sarkanās Palīdzības CK;1934-11;3000;«Sarkanās Palīdzības» spiestuve;rotator;Latvian;Latvian;False;;TRUE;text;310;2487;2166;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 184–185.
91;87;87;lclc-n087-SP_CK_SP_Riga_committee-6000-[…1934-11-18].txt;Latvijas Sarkanās Palīdzības CK un Rīgas komitejas lapiņa par buržuāzijas izrēķināšanos ar revolucionārajiem cīnītājiem;Latvijas Sarkanās Palīdzības CK un Latvijas Sarkanās Palīdzības Rīgas komiteja;[…1934-11-18];6000;«Sarkanās Palīdzības» spiestuve;rotator;Latvian;Latvian;False;;TRUE;text;418;3241;2813;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 186–187.
92;88;88;lclc-n088-LKP_Riga_committee_LKP_Riga_org_North_district_committee-3000-[…1934-11-20].txt;LKP Rīgas komitejas un LKP Rīgas organizācijas Ziemeļu rajona komitejas lapiņa par fašistiskās valdības uzbrukumu strādnieku slimokasēm un sociālajai apdrošināšanai, ar aicinājumu darbaļaudīm vienotā frontē cīnīties par ekonomiskā un politiskā stāvokļa uzlabošanu;LKP Rīgas komiteja un LKP Rīgas organizācijas Ziemeļu rajona komiteja;[…1934-11-20];3000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;892;6969;6039;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 187–190.
93;89;89;lclc-n089-LKJS_Riga_committee-1500-[1934-12-05…].txt;LKJS Rīgas komitejas lapiņa par fašistu izrēķināšanos ar progresīvajiem skolniekiem, ar aicinājumu Rīgas skolu jaunatnei cīnīties pret skolu fašizāciju;LKJS Rīgas komiteja;[1934-12-05…];1500;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;365;2875;2498;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 191–192.
94;90;90;lclc-n090-LKJS_Riga_port_workers_cell-unk-1934-12-07.txt;LKJS Rīgas ostas strādnieku šūnas lapiņa Rīgas ostas strādniekiem par atalgojuma pazemināšanu, ar prasību pielaist strādnieku pārstāvjus kolektīva līguma un tarifa izstrādāšana;LKJS Rīgas ostas strādnieku šūna;1934-12-07;unk;unk;rotator;Latvian;Latvian;False;;TRUE;text;304;2360;2056;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 192–193.
95;91;91;lclc-n091-LKJS_VEF_cell-100-1934-12-18.txt;LKJS VEFa šūnas uzsaukums VEFa strādniekiem un mācekļiem cīnīties par sava ekonomiskā stāvokļa uzlabošanu;LKJS VEFa šūna;1934-12-18;100;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;131;1016;881;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 194.
96;92;92;lclc-n092-LKJS_Riga_org_III_district_committee-100-1934-12-24.txt;LKJS Rīgas organizācijas III rajona komitejas uzsaukums bezdarbniekiem cīnīties pret pabalsta samazināšanu un Komunistiskās partijas vadībā organizēties cīņai par fašistiskās diktatūras gāšanu;LKJS Rīgas organizācijas III rajona komiteja;1934-12-24;100;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;394;2893;2484;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 194–196.
97;93;93;lclc-n093-LKP_Daugavpils_city_committee-1500-[1934-12-20..1934-12-31].txt;LKP Daugavpils pilsētas komitejas lapiņa sakarā ar 15. gadadienu, kopš kritusi padomju vara Daugavpilī, un par latviešu buržuāzijas politiku Latgalē, ar aicinājumu darbaļaudīm cīnīties par Padomju Latviju;LKP Daugavpils pilsētas komiteja;[1934-12-20..1934-12-31];1500;Spartaks;rotator;Russian;Latvian;True;;TRUE;text;695;5353;4639;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 196–198.
98;94;94;lclc-n094-SP_Riga_committee-10000-[1934-12-20..1934-12-31].txt;Latvijas Sarkanās Palīdzības Rīgas komitejas uzsaukums darbaļaudīm piedalīties Sarkanās Palīdzības organizētajā līdzekļu vākšanā politieslodzītajiem;Latvijas Sarkanās Palīdzības Rīgas komiteja;[1934-12-20..1934-12-31];10000;«Sarkanās Palīdzības» spiestuve;rotator;Latvian;Latvian;False;;TRUE;text;348;2464;2115;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 198–199.
99;95;95;lclc-n095-LKP_CK-5000-1935-01-01.txt;LKP CK lapiņa Rīgas proletariāta 1919. g. 3. janvāra bruņotās sacelšanās 16. gadadienai, ar aicinājumu cīnīties pret fašismu, par Padomju Latviju;LKP CK;1935-01-01;5000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;699;5444;4730;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 203–205.
100;96;96;lclc-n096-LKP_Riga_committee-5000-[…1935-01-02].txt;LKP Rīgas komitejas lapiņa par jauno bezdarbnieku reģistrēšanas noteikumu reakcionāro būtību, ar aicinājumu darbaļaudīm cīnīties par pilnīgu bezdarbnieku nodrošināšanu, par bezdarbnieku stāvokļa uzlabošanu;LKP Rīgas komiteja;[…1935-01-02];5000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;623;4807;4166;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 205–207.
101;97;97;lclc-n097-LKP_Riga_committee_Left_trade_union_AllLatvia_center-2000-[1935-01-07…].txt;LKP Rīgas komitejas un kreiso arodnieku Vislatvijas centra uzsaukums bijušajiem sociāldemokrātisko arodbiedrību biedriem prasīt fašistu slēgto arodbiedrību atjaunošanu, organizēties uzņēmumos nelegālās arodbiedrību grupās, cīnīties par vienotu strādnieku fronti pret kapitāla un fašisma uzbrukumiem;LKP Rīgas komitejas un kreiso arodnieku Vislatvijas centrs;[1935-01-07…];2000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;1244;10157;8901;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 208–212.
102;98;98;lclc-n098-LKP_Riga_committee_textile_workers_faction-1000-[1935-01-10…].txt;LKP Rīgas komitejas tekstilstrādnieku frakcijas lapiņa par Rīgas tekstilstrādnieku smago stāvokli, ar aicinājumu apvienoties nelegālās arodgrupās, lai cīnītos par savām ekonomiskajām prasībām;LKP Rīgas komitejas tekstilstrādnieku frakcija;[1935-01-10…];1000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;392;3009;2614;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 212–213.
103;99;99a;lclc-n099a-LKP_CK-2000-[…1935-01-20].txt;LKP CK lapiņa par fašistu izrēķināšanos ar politieslodzītajiem, ar aicinājumu darbaļaudīm nepieļaut politieslodzīto stāvokļa pasliktināšanu;LKP CK;[…1935-01-20];2000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text_variant;281;2375;2093;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 214–215.
104;99;99b;lclc-n099b-LKP_CK-3000-[…1935-01-20].txt;LKP CK lapiņa par fašistu izrēķināšanos ar politieslodzītajiem, ar aicinājumu darbaļaudīm nepieļaut politieslodzīto stāvokļa pasliktināšanu;LKP CK;[…1935-01-20];3000;unk;rotator;Latvian;Latvian;False;;TRUE;text_variant;281;2375;2093;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 214–215.
105;100;100a;lclc-n100a-LKP_CK_LSSZP_CK-2000-1935-01-30.txt;LKP CK un LSSZP CK uzsaukums Latvijas darbaļaudīm;LKP CK un LSSZP CK;1935-01-30;2000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text_variant;435;3250;2811;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 215–216.
106;100;100b;lclc-n100b-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-4000-1935-02.txt;LKP CK, LKJS CK, LSSZP CK un LSJS CK uzsaukums Latvijas darbaļaudīm;LKP CK, LKJS CK, LSSZP CK un LSJS CK;1935-02;4000;Kolomans Vallišs;rotator;Latvian;Latvian;False;;TRUE;text_variant;423;3163;2736;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 215–216.
107;101;101;lclc-n101-LKJS_Jurmala_district_committee-250-1935-01-31.txt;LKJS Jūrmalas rajona komitejas uzsaukums Slokas «Baltijas celulozes fabrikas» strādniekiem atjaunot nelegāli savu arodbiedrību un izvirzīt prasības ekonomiskā stāvokļa uzlabošanai;LKJS Jūrmalas rajona komiteja;1935-01-31;250;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;850;6333;5457;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 217–219.
108;102;102;lclc-n102-LKP_CK_LSSZP_CK-2000-1935-01.txt;LKP CK un LSSZP CK lapiņa par noslēgto līgumu starp Latvijas Komunistisko partiju un Latvijas Sociālistisko strādnieku un zemnieku partiju, ar aicinājumu darbaļaudīm stiprināt Latvijas proletariāta vienotu fronti cīņai pret fašistisko diktatūru;LKP CK un LSSZP CK;1935-01;2000;Kolomans Vallišs;rotator;Latvian;Latvian;False;;TRUE;text;1071;8153;7070;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 220–223.
109;103;103;lclc-n103-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-3000-1935-01.txt;LKP CK, LKJS CK, LSSZP CK un LSJS CK lapiņa ar aicinājumu īrniekiem organizēti cīnīties pret īres maksas paaugstināšanu;LKP CK, LKJS CK, LSSZP CK un LSJS CK;1935-01;3000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;356;2904;2541;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 223–224.
110;104;104;lclc-n104-LKJS_Riga_org_homeless_cell-100-1935-01.txt;LKJS Rīgas organizācijas bezpajumtnieku šūnas uzsaukums amata mācekļu internāta audzēkņiem organizēti cīnīties par savām prasībām un to pieņemšanu;LKJS Rīgas organizācijas bezpajumtnieku šūna;1935-01;100;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;285;2046;1752;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 225–226.
111;105;105;lclc-n105-LKJS_CK-4000-1935-02-01.txt;LKJS CK aicinājums darba jaunatnei organizēt cīņu par nāves soda atcelšanu LKP biedram Z. Murinam;LKJS CK;1935-02-01;4000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;318;2439;2119;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 226–227.
112;106;106;lclc-n106-LKJS_Riga_committee-4000-1935-02-03.txt;LKJS Rīgas komitejas uzsaukums darbaļaudīm cīnīties pret kara tiesām, par LKP biedram Z. Murinam piespriestā nāves soda atcelšanu, pret fašistisko režīmu;LKJS Rīgas komiteja;1935-02-03;4000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;554;4381;3820;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 227–229.
113;107;107;lclc-n107-LKP_CK-unk-[…1935-02-04].txt;LKP CK lapiņa par valsts un pašvaldību darbinieku smago stāvokli un beztiesīgumu, ar aicinājumu valsts un pašvaldību darbiniekiem kopā ar strādniekiem cīnīties pret fašistisko diktatūru;LKP CK;[…1935-02-04];unk;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;1423;10726;9293;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 230–234.
114;108;108;lclc-n108-LKP_Riga_committee-1000-[…1935-02-05].txt;LKP Rīgas komitejas uzsaukums darbaļaudīm atbalstīt gumijas izstrādājumu fabrikas «Kontinents» strādnieku cīņu;LKP Rīgas komiteja;[…1935-02-05];1000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;275;2204;1927;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 234–235.
115;109;109;lclc-n109-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-4000-1935-02-08.txt;LKP CK, LKJS CK, LSSZP CK un LSJS CK uzsaukums darbaļaudīm organizēt plašu kampaņu par nāves soda atcelšanu Daugavpils revolucionāriem;LKP CK, LKJS CK, LSSZP CK un LSJS CK;1935-02-08;4000;Kolomans Vallišs;rotator;Latvian;Latvian;False;;TRUE;text;453;3628;3168;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 235–237.
116;110;110;lclc-n110-LKP_CK-10000-[…1935-02-09].txt;LKP CK uzsaukums darbaļaudīm prasīt atcelt nāves sodu LKP biedram Z. Murinam un atbrīvot visus ieslodzītos pretfašisma cīnītājus;LKP CK;[…1935-02-09];10000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;259;2129;1870;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 237–238.
117;111;111;lclc-n111-LKP_LSSZP_LKJS_LSJS_VEF_unit_committee-1000-[…1935-02-09].txt;LKP, LSSZP, LKJS un LSJS VEFa vienības komitejas uzsaukums VEFa strādniekiem cīnīties pret atlaišanu no darba;LKP, LSSZP, LKJS un LSJS VEFa vienības komiteja;[…1935-02-09];1000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;342;2575;2231;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 238–239.
118;112;112;lclc-n112-SP_CK-unk-[…1935-02-09].txt;Latvijas Sarkanās Palīdzības CK uzsaukums darbaļaudīm piedalīties starptautiskajā kampaņā par nāves soda atcelšanu LKP biedram Z. Murinam;Latvijas Sarkanās Palīdzības CK;[…1935-02-09];unk;unk;rotator;Latvian;Latvian;False;;TRUE;text;289;2250;1957;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 240–241.
119;113;113;lclc-n113-SP_CK_SP_Riga_committee-unk-[…1935-02-09].txt;Latvijas Sarkanās Palīdzības CK un Rīgas komitejas uzsaukums darbaļaudīm organizēti cīnīties par nāves soda atcelšanu LKP biedram Z. Murinam, pret politieslodzīto spīdzināšanu Latvijas cietumos;Latvijas Sarkanās Palīdzības CK un Latvijas Sarkanās Palīdzības Rīgas komiteja;[…1935-02-09];unk;unk;rotator;Latvian;Latvian;False;;TRUE;text;412;3094;2678;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 241–242.
120;114;114;lclc-n114-LKP_CK-7000-[1935-02-01..1935-02-15].txt;LKP CK uzsaukums darbaļaudīm cīnīties pret Latvijas pārvēršanu hitleriskās Vācijas placdarmā karam pret PSRS, par fašistiskā režīma likvidēšanu;LKP CK;[1935-02-01..1935-02-15];7000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;1490;11170;9663;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 243–247.
121;115;115;lclc-n115-LKJS_Riga_org_IV_district_committee_LSJS_Riga_org_I_district_committee-1000-1935-02-15.txt;LKJS Rīgas organizācijas IV rajona un LSJS Rīgas organizācijas I rajona vienības komitejas uzsaukums darbaļaudīm turpināt protesta kampaņu pret fašistisko teroru;LKJS Rīgas organizācijas IV rajona un LSJS Rīgas organizācijas I rajona vienības komiteja;1935-02-15;1000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;408;3196;2784;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 247–249.
122;116;116;lclc-n116-LKP_Riga_committee_LSSZP_Riga_committee-300-[…1935-02-16].txt;LKP un LSSZP Rīgas komiteju uzsaukums pilsētai piederošo māju dzīvokļu īrniekiem organizēt cīņu pret īres paaugstināšanu;LKP Rīgas komiteja un LSSZP Rīgas komiteja;[…1935-02-16];300;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;343;2680;2335;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 249–250.
123;117;117;lclc-n117-LKP_CK-3000-1935-02.txt;LKP CK uzsaukums darbaļaudīm vienotā frontē cīnīties par darba algas paaugstināšanu un darba apstākļu uzlabošanu budžu saimniecībās nodarbinātajiem strādniekiem;LKP CK;1935-02;3000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;1090;8498;7386;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 251–254.
124;118;118;lclc-n118-LKJS_Riga_org_III_district_committee-50-1935-02.txt;LKJS III rajona komitejas uzsaukums Vecmīlgrāvi sabiedriskajos darbos nodarbinātajiem bezdarbniekiem cīnīties par sava stāvokļa uzlabošanu;LKJS Rīgas organizācijas III rajona komiteja;1935-02;50;Spartaks;shapirograph;Latvian;Latvian;False;;TRUE;text;199;1522;1318;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 254–255.
125;119;119;lclc-n119-LKP_CK-5000-[1935-03-07…].txt;LKP CK lapiņa sakarā ar politpārvaldes aģentu izdarīto uzbrukumu LKJS CK sekretāram M. Rozentālam, ar aicinājumu darbaļaudīm organizēt kampaņu par ievainotā atbrīvošanu;LKP CK;[1935-03-07…];5000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;350;2731;2377;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 255–256.
126;120;120;lclc-n120-LKJS_CK_LSJS_CK-2000-[1935-03-07…].txt;LKJS CK un LSJS CK uzsaukums darbaļaudīm organizēt cīņu par politpārvaldes aģentu ievainotā M. Rozentāla atbrīvošanu;LKJS CK un LSJS CK;[1935-03-07…];2000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;239;1866;1623;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 257–258.
127;121;121;lclc-n121-LKP_CK_Womens_center-3000-[…1935-03-08].txt;LKP CK sieviešu centra Starptautiskajai sieviešu dienai veltīta lapiņa ar aicinājumu darba sievietēm stāties Komunistiskajā partijā cīņai par padomju varu Latvijā;LKP CK Sieviešu centrs;[…1935-03-08];3000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;635;4638;3984;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 258–260.
128;122;122;lclc-n122-LKP_Riga_committee-3000-[…1935-03-08].txt;LKP Rīgas komitejas Starptautiskajai sieviešu dienai veltīta lapiņa ar aicinājumu darba sievietēm būt gatavām organizēti atsist fašisma uzbrukumu darba sievietes dzīves līmenim;LKP Rīgas komiteja;[…1935-03-08];3000;Spartaks;unk;Latvian;Latvian;False;;TRUE;text;949;6790;5831;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 260–263.
129;123;123;lclc-n123-SP_CK_SP_Riga_committee-2000-[…1935-03-08].txt;Latvijas Sarkanās Palīdzības CK un Rīgas komitejas Starptautiskajai sieviešu dienai veltīta lapiņa;Latvijas Sarkanās Palīdzības CK un Latvijas Sarkanās Palīdzības Rīgas komiteja;[…1935-03-08];2000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;521;4048;3517;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 263–265.
130;124;124;lclc-n124-LKJS_CK_LSJS_CK-2000-1935-03-12.txt;LKJS CK un LSJS CK Parīzes Komūnas atcerei veltīta lapiņa;LKJS CK un LSJS CK;1935-03-12;2000;unk;typographic;Latvian;Latvian;False;;TRUE;text;401;3153;2747;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 265–266.
131;125;125;lclc-n125-LKP_Riga_committee-4000-1935-03-21.txt;LKP Rīgas komitejas uzsaukums darbaļaudīm protestēt pret fašisma teroru un apcietināto spīdzināšanu politiskajā pārvaldē un cietumos;LKP Rīgas komiteja;1935-03-21;4000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;485;3725;3233;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 267–268.
