file,id,title,author,date,print_run,typography_name,N_tokens,V_lemmas,TTR,RTTR,CTTR,Herdan_C,Maas_a2,Hapax,HapaxShare
revl-n065-LKJS_CK_LKJS_Riga_committee-unk-1934-09-03.txt,65,"LKJS CK un LKJS Rīgas komitejas uzsaukums Latvijas skolu jaunatnei cīnīties pret skolu fašizāciju un militarizāciju, pret progresīvo skolnieku un skolotāju vajāšanu",LKJS CK un LKJS Rīgas komiteja,1934-09-03,?,?,968,477,0.4927685950413223,15.331360664817417,10.840909090909092,0.8970630245780435,0.014972145538541653,340,0.7127882599580713
revl-n066-LKP_CK-10000-1934-09-21.txt,66,"LKP CK lapiņa par imperiālistu gatavošanos intervencijai pret PSRS, ar aicinājumu darbaļaudīm cīnīties pret Latvijas pārvēršanu par fašistiskās Vācijas kara placdarmu",LKP CK,1934-09-21,10000,Spartaks,813,436,0.5362853628536285,15.291187599535297,10.812502444027054,0.9070118087098075,0.013877320216251406,315,0.7224770642201835
revl-n067-LKP_Riga_committee-1000-1934-09-24.txt,67,"LKP Rīgas komitejas lapiņa par fašistu izrēķināšanos ar saeimas strādnieku-zemnieku frakcijas deputātiem, ar aicinājumu darbaļaudīm cīnīties par viņu atbrīvošanu",LKP Rīgas komiteja,1934-09-24,1000,Spartaks,233,165,0.7081545064377682,10.809509404326903,7.643477401099312,0.9366922499988266,0.011613887984914452,128,0.7757575757575758
revl-n068-LKP_Riga_committee_Shoemakers_faction-600-1934-09-30.txt,68,LKP Rīgas komitejas apavnieku frakcijas uzsaukums apavniekiem organizēti pieprasīt darba atalgojuma uzlabošanu,LKP Rīgas komitejas apavnieku frakcija,1934-09-30,600,Spartaks,498,226,0.4538152610441767,10.12730215782979,7.161084030926601,0.872787642425228,0.020483102437295612,138,0.6106194690265486
revl-n069-LKP_Riga_committee_Shoemakers_faction-unk-1934-09.txt,69,LKP Rīgas komitejas apavnieku frakcijas aicinājums Latvijas Sociālistiskās strādnieku-zemnieku partijas un bijušo sociāldemokrātisko arodbiedrību biedriem gatavoties vispārējam apavnieku streikam,LKP Rīgas komitejas apavnieku frakcija,1934-09,?,?,150,92,0.6133333333333333,7.511768544535079,5.3116224765445565,0.9024381763280207,0.019470948880859644,68,0.7391304347826086
revl-n070-LKP_Riga_committee-1500-[…1934-09-03].txt,70,"LKP Rīgas komitejas lapiņa, kas brīdina strādniekus sargāties no provokatoriem",LKP Rīgas komiteja,[…1934-09-03],1500,Spartaks,157,107,0.6815286624203821,8.539529663803558,6.038359333419174,0.9241696338257848,0.014997365455216733,81,0.7570093457943925
revl-n071-LKP_Riga_org_X-100-1934-09.txt,71,LKP Rīgas organizācijas X rajona komitejas uzsaukums stikla fabrikas «Ausma» strādniekiem turpināt iesākto streiku līdz galīgai uzvarai,LKP Rīgas organizācijas X rajona komiteja,1934-09,100,Spartaks,377,213,0.5649867374005305,10.97005811590408,7.757002483766296,0.9037543116143176,0.016224158871472116,151,0.7089201877934272
revl-n072-LKJS_LSJS_Riga_org_United_antifascist_committee-2000-1934-10-01.txt,72,"LKJS un LSJS Rīgas organizāciju vienotās pretfašisma cīņas komitejas uzsaukums Rīgas skolu jaunatnei par fašistiskās valdības uzbrukumu skolnieku tiesībām, ar aicinājumu dibināt skolās pretfašisma cīņas komitejas",LKJS un LSJS Rīgas organizāciju vienotās pretfašisma cīņas komiteja,1934-10-01,2000,Spartaks,543,284,0.5230202578268877,12.187606542009636,8.617939232288544,0.8970741893076221,0.016344929945325732,198,0.6971830985915493
revl-n073-LKJS_CK-6000-1934-10-10.txt,73,"LKJS CK lapiņa Lielās Oktobra sociālistiskās revolūcijas 17. gadadienai ar aicinājumu jaunatnei cīnīties pret uzbrukuma gatavošanu PSRS, pret fašistisko diktatūru, par Padomju Latviju",LKJS CK,1934-10-10,6000,Spartaks,997,540,0.5416248746238717,17.101971590927484,12.092920083604511,0.9111942413517545,0.01286154440716131,412,0.762962962962963
revl-n074-LKJS_CK_LSJS_CK-2000-1934-10-15.txt,74,LKJS CK un LSJS CK deklarācija par komunistiskās un sociālistiskās jaunatnes vienotu rīcību cīņā pret fašismu un karu gatavošanu,LKJS CK,1934-10-15,2000,Spartaks,853,404,0.47362250879249707,13.832696539437595,9.781193525132013,0.8892619207616761,0.016408656799675448,266,0.6584158415841584
revl-n075-LKJS_Riga_committee-unk-[1934-10-15…].txt,75,"LKJS Rīgas komitejas lapiņa, kas veltīta Lielās Oktobra sociālistiskās revolūcijas 17. gadadienai, ar aicinājumu darba jaunatnei uz vienotu cīņu pret fašistisko diktatūru",LKJS Rīgas komiteja,[1934-10-15…],?,?,651,353,0.5422427035330261,13.835160799468802,9.782936020110686,0.9055274099944655,0.01458245726610174,261,0.7393767705382436
revl-n076-LKP_CK_LKP_Riga_committee-5000-1934-10-17.txt,76,"LKP CK un LKP Rīgas komitejas lapiņa par PSRS sociālistiskās celtniecības sasniegumiem un par proletariāta ciņu pret buržuāzisko iekārtu kapitālistiskajās valstīs, ar aicinājumu Latvijas darbaļaudīm cīnīties par savām ekonomiskām un politiskām prasībām, pret fašistisko diktatūru un kara gatavošanu pret PSRS",LKP CK un LKP Rīgas komiteja,1934-10-17,5000,Spartaks,1072,490,0.457089552238806,14.96575693364739,10.582388213371662,0.8877964192363927,0.016081275108419626,334,0.6816326530612244
revl-n077-LKP_CK-500-1934-10-22.txt,77,LKP CK vēstule Latvijas Sociālistiskās strādnieku-zemnieku partijas Centrālajai Komitejai ar priekšlikumu vienoties par kopēju cīņu pret Ulmaņa fašistisko diktatūru,LKP CK,1934-10-22,500,Spartaks,1063,494,0.464722483537159,15.151663501654086,10.713844008276315,0.8900371195318518,0.015779199508988588,335,0.6781376518218624
revl-n078-LKP_faction_in_Latvian_railwaymen_union-500-1934-10-24.txt,78,"LKP frakcijas «Latvijas dzelzceļnieku savienībā» uzsaukums dzelzceļniekiem par sociāldemokrātiskās arodbiedrības «Latvijas dzelzceļnieku savienība» slēgšanu, ar aicinājumu cīnīties par tās darbības atjaunošanu",LKP frakcijas «Latvijas dzelzceļnieku savienībā»,1934-10-24,500,Spartaks,272,151,0.5551470588235294,9.15571984512157,6.474071589129708,0.8950155174012527,0.018727825448912994,105,0.695364238410596
revl-n079-SP_CK_SP_Riga_committee-unk-[…1934-10-30].txt,79,"Latvijas Sarkanās Palīdzības CK un Rīgas komitejas lapiņa par fašistu teroru pret darbaļaudīm, ar aicinājumu palīdzēt politiskajiem ieslodzītajiem",SP CK un SP Rīgas komiteja,[…1934-10-30],unk,«Sarkanās Palīdzības» spiestuve,749,400,0.5340453938584779,14.615681904837393,10.334847786576036,0.905227500590165,0.014318815056138167,278,0.695
revl-n080-LKJS_Benes_district_committee-300-1934-10.txt,80,LKJS Bēnes rajona komitejas uzsaukums Bēnes laukstrādniekiem un cukurbiešu novākšanā nodarbinātajiem pilsētu bezdarbniekiem uzstādīt savas prasības budžiem un to neizpildīšanas gadījumā pieteikt streiku,LKJS Bēnes rajona komiteja,1934-10,300,Spartaks,510,278,0.5450980392156862,12.310046909007324,8.704517646083579,0.9026708956590576,0.01561159644799109,191,0.6870503597122302
revl-n081-LKP_CK-10000-[1934-11-02…].txt,81,"LKP CK uzsaukums trūcīgajiem zemniekiem par zemnieku saimniecību izūtrupēšanu, ar aicinājumu cīnīties kopā ar pilsētu proletariātu pret fašistisko diktatūru, par strādnieku-zemnieku valdību",LKP CK,[1934-11-02…],10000,Spartaks,483,284,0.587991718426501,12.922447447489438,9.137550219646574,0.9140710381132219,0.013904325295950712,215,0.7570422535211268
revl-n082-LKP_CK-5000-[…1934-11-07].txt,82,"LKP CK lapiņa Lielās Oktobra sociālistiskās revolūcijas 17. gadadienā, ar aicinājumu uz cīņu par Padomju Latviju",LKP CK,[…1934-11-07],5000,Spartaks,315,195,0.6190476190476191,10.987005311470714,7.768985960673559,0.9166332855972785,0.014492075048310989,144,0.7384615384615385
revl-n083-LKJS_Riga_org_IV_district_committee_LSJS_Riga_org_I_district_committee-1000-[…1934-11-07].txt,83,"LKJS Rīgas organizācijas IV rajona un LSJS Rīgas organizācijas I rajona vienības komitejas lapiņa ar aicinājumu Latvijas strādniekiem un darba jauniešiem vienotā frontē cīnīties pret Ulmaņa fašistisko diktatūru, par Padomju Latviju",LKJS Rīgas organizācijas IV rajona un LSJS Rīgas organizācijas I rajona vienības komiteja,[…1934-11-07],1000,Spiestuve «Kollomans Vallišs»,472,268,0.5677966101694916,12.335699879837533,8.7226570357152,0.9080730977968621,0.014930520701524735,190,0.7089552238805971
revl-n084-LKJS_CK-3000-1934-11-12.txt,84,"LKJS CK uzsaukums Latvijas jaunatnei boikotēt buržuāzijas svētkus un vienotā frontē cīnīties pret Ulmaņa fašistisko diktatūru, par Padomju Latviju",LKJS CK,1934-11-12,3000,Spartaks,394,252,0.6395939086294417,12.695576590868935,8.977128298476615,0.9252182764082352,0.012512940542935714,194,0.7698412698412699
revl-n085-LKJS_Riga_committee-2000-1934-11-12.txt,85,"LKJS Rīgas komitejas lapiņa par Latvijas buržuāzijas prettautisko politiku un darbaļaužu apspiešanu, ar aicinājumu cīnīties par Padomju Latviju",LKJS CK,1934-11-12,2000,Spartaks,758,418,0.5514511873350924,15.182443686905893,10.735608885994045,0.9102352022407788,0.013537789777987547,311,0.7440191387559809
revl-n086-SP_CK-3000-1934-11.txt,86,"Latvijas Sarkanās Palīdzības CK aicinājums strādniekiem, zemniekiem un darba inteliģencei piedalīties līdzekļu un mantu vākšanā politieslodzīto un viņu ģimeņu pabalstīšanai",Latvijas Sarkanās Palīdzības Centrālā komiteja,1934-11,3000,«Sarkanās Palīdzības» spiestuve,308,191,0.6201298701298701,10.883235051895424,7.695609306442382,0.9166111633262028,0.014552772173632803,140,0.7329842931937173
revl-n087-SP_CK_SP_Riga_committee-6000-[…1934-11-18].txt,87,Latvijas Sarkanās Palīdzības CK un Rīgas komitejas lapiņa par buržuāzijas izrēķināšanos ar revolucionārajiem cīnītājiem,SP CK un SP Rīgas komiteja,[…1934-11-18],6000,«Sarkanās Palīdzības» spiestuve,417,269,0.645083932853717,13.172986674921138,9.314708206316768,0.9273382103154729,0.012043883845383282,209,0.7769516728624535
revl-n088-LKP_Riga_committee_LKP_Riga_org_North_district_committee-3000-[…1934-11-20].txt,88,"LKP Rīgas komitejas un LKP Rīgas organizācijas Ziemeļu rajona komitejas lapiņa par fašistiskās valdības uzbrukumu strādnieku slimokasēm un sociālajai apdrošināšanai, ar aicinājumu darbaļaudīm vienotā frontē cīnīties par ekonomiskā un politiskā stāvokļa uzlabošanu",LKP Rīgas komitejas un LKP Rīgas organizācijas Ziemeļu rajona komiteja,[…1934-11-20],3000,Spartaks,880,389,0.4420454545454545,13.113187324910058,9.272423680413386,0.8795941052132027,0.017759186083558896,247,0.6349614395886889
revl-n089-LKJS_Riga_committee-1500-[1934-12-05…].txt,89,"LKJS Rīgas komitejas lapiņa par fašistu izrēķināšanos ar progresīvajiem skolniekiem, ar aicinājumu Rīgas skolu jaunatnei cīnīties pret skolu fašizāciju",LKJS Rīgas komiteja,[1934-12-05…],1500,Spartaks,363,196,0.5399449035812672,10.28733206919697,7.274242266447014,0.8954451888744728,0.01773798195768669,137,0.6989795918367347
revl-n090-LKJS_Riga_port_workers_cell-unk-1934-12-07.txt,90,"LKJS Rīgas ostas strādnieku šūnas lapiņa Rīgas ostas strādniekiem par atalgojuma pazemināšanu, ar prasību pielaist strādnieku pārstāvjus kolektīva līguma un tarifa izstrādāšana",LKJS Rīgas ostas strādnieku šūna,1934-12-07,unk,unk,304,178,0.5855263157894737,10.209000157239998,7.218853240318934,0.9063771982454305,0.016376132256896537,132,0.7415730337078652
revl-n091-LKJS_VEF_cell-100-1934-12-18.txt,91,LKJS VEFa šūnas uzsaukums VEFa strādniekiem un mācekļiem cīnīties par sava ekonomiskā stāvokļa uzlabošanu,LKJS VEFa šūna,1934-12-18,100,Spartaks,130,82,0.6307692307692307,7.19187575831764,5.0854241181575475,0.9053288255313328,0.019449512978753834,60,0.7317073170731707
revl-n092-LKJS_Riga_org_III_district_committee-100-1934-12-24.txt,92,LKJS Rīgas organizācijas 3. rajona komitejas uzsaukums bezdarbniekiem cīnīties pret pabalsta samazināšanu un Komunistiskās partijas vadībā organizēties cīņai par fašistiskās diktatūras gāšanu,LKJS Rīgas organizācijas 3. rajona komiteja,1934-12-24,100,Spartaks,390,221,0.5666666666666667,11.190770006274517,7.913069358135734,0.9047988488313036,0.015956890658488824,152,0.6877828054298643
revl-n093-LKP_Daugavpils_city_committee-1500-[1934-12-20..1934-12-31].txt,93,"LKP Daugavpils pilsētas komitejas lapiņa sakarā ar 15. gadadienu, kopš kritusi padomju vara Daugavpilī, un par latviešu buržuāzijas politiku Latgalē, ar aicinājumu darbaļaudīm cīnīties par Padomju Latviju",LKP Daugavpils pilsētas komiteja,[1934-12-20..1934-12-31],1500,Spartaks,691,354,0.5123010130246021,13.466794667281043,9.52246183008126,0.8977013449295631,0.015646446516569944,257,0.7259887005649718
revl-n094-SP_Riga_committee-10000-[1934-12-20..1934-12-31].txt,94,Latvijas Sarkanās Palīdzības Rīgas komitejas uzsaukums darbaļaudīm piedalīties Sarkanās Palīdzības organizētajā līdzekļu vākšanā politieslodzītajiem,Latvijas Sarkanās Palīdzības Rīgas komiteja,[1934-12-20..1934-12-31],10000,«Sarkanās Palīdzības» spiestuve,348,192,0.5517241379310345,10.292280334442829,7.277741218357472,0.8983789248916058,0.01736458631764744,131,0.6822916666666666
revl-n095-LKP_CK-5000-1935-01-01.txt,95,"LKP CK lapiņa Rīgas proletariāta 1919. g. 3. janvāra bruņotās sacelšanās 16. gadadienai, ar aicinājumu cīnīties pret fašismu, par Padomju Latviju",LKP CK,1935-01-01,5000,Spartaks,690,329,0.47681159420289854,12.524815946462192,8.856382288856823,0.8866959170754135,0.01733355187910926,219,0.6656534954407295
revl-n096-LKP_Riga_committee-5000-[…1935-01-02].txt,96,"LKP Rīgas komitejas lapiņa par jauno bezdarbnieku reģistrēšanas noteikumu reakcionāro būtību, ar aicinājumu darbaļaudīm cīnīties par pilnīgu bezdarbnieku nodrošināšanu, par bezdarbnieku stāvokļa uzlabošanu",LKP Rīgas komiteja,[…1935-01-02],5000,Spartaks,618,341,0.551779935275081,13.717031673390661,9.69940611400519,0.9074757569222495,0.014397325022871511,251,0.7360703812316716
revl-n097-LKP_Riga_committee_Left_trade_union_AllLatvia_center-2000-[1935-01-07…].txt,97,"LKP Rīgas komitejas un kreiso arodnieku Vislatvijas centra uzsaukums bijušajiem sociāldemokrātisko arodbiedrību biedriem prasīt fašistu slēgto arodbiedrību atjaunošanu, organizēties uzņēmumos nelegālās arodbiedrību grupās, cīnīties par vienotu strādnieku fronti pret kapitāla un fašisma uzbrukumiem",LKP Rīgas komitejas un kreiso arodnieku Vislatvijas centrs,[1935-01-07…],2000,Spartaks,1229,471,0.38323840520748575,13.435225671819799,9.500139179315369,0.8651807797548917,0.018951370822181315,277,0.5881104033970276
revl-n098-LKP_Riga_committee_textile_workers_faction-1000-[1935-01-10…].txt,98,"LKP Rīgas komitejas tekstilstrādnieku frakcijas lapiņa par Rīgas tekstilstrādnieku smago stāvokli, ar aicinājumu apvienoties nelegālās arodgrupās, lai cīnītos par savām ekonomiskajām prasībām",LKP Rīgas komitejas tekstilstrādnieku frakcija,[1935-01-10…],1000,Spartaks,389,222,0.570694087403599,11.255846809707343,7.959085607141029,0.9059454181076033,0.015771498369187186,169,0.7612612612612613
revl-n099-LKP_CK-2000-[…1935-01-20].txt,99,"LKP CK lapiņa par fašistu izrēķināšanos ar politieslodzītajiem, ar aicinājumu darbaļaudīm nepieļaut politieslodzīto stāvokļa pasliktināšanu",LKP CK,[…1935-01-20],2000,Spartaks,281,186,0.6619217081850534,11.09582974465722,7.84593645533852,0.9268212058626494,0.01297874972912936,144,0.7741935483870968
revl-n100a-LKP_CK_LSSZP_CK-2000-1935-01-30.txt,100a,LKP CK un LSSZP CK uzsaukums Latvijas darbaļaudīm,LKP CK un LSSZP CK,1935-01-30,2000,Spartaks,408,221,0.5416666666666666,10.941130349892251,7.736547464254754,0.8980074491619681,0.016966896975119303,150,0.6787330316742082
revl-n100b-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-4000-1935-02.txt,100b,"LKP CK, LKJS CK, LSSZP CK un LSJS CK uzsaukums Latvijas darbaļaudīm","LKP CK, LKJS CK, LSSZP CK un LSJS CK",1935-01-30,4000,Kollomans Vallišs,404,219,0.5420792079207921,10.895657232799381,7.704393114796696,0.8979668693805285,0.017001512592333057,149,0.680365296803653
revl-n101-LKJS_Jurmala_district_committee-250-1935-01-31.txt,101,LKJS Jūrmalas rajona komitejas uzsaukums Slokas «Baltijas celulozes fabrikas» strādniekiem atjaunot nelegāli savu arodbiedrību un izvirzīt prasības ekonomiskā stāvokļa uzlabošanai,LKJS Jūrmalas rajona komiteja,1935-01-31,250,Spartaks,840,445,0.5297619047619048,15.353958695367382,10.856888311552432,0.9056453751199224,0.014012920422061852,321,0.7213483146067415
revl-n102-LKP_CK_LSSZP_CK-2000-1935-01.txt,102,"LKP CK un LSSZP CK lapiņa par noslēgto līgumu starp Latvijas Komunistisko partiju un Latvijas Sociālistisko strādnieku un zemnieku partiju, ar aicinājumu darbaļaudīm stiprināt Latvijas proletariāta vienotu fronti cīņai pret fašistisko diktatūru",LKP CK un LSSZP CK,1935-01,2000,Kollomans Vallišs,1070,512,0.4785046728971963,15.652296717203024,11.067845149878194,0.8943303852528114,0.01514886655417853,351,0.685546875
revl-n103-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-3000-1935-01.txt,103,"LKP CK, LKIS CK, LSSZP CK un LSJS CK lapiņa ar aicinājumu īrniekiem organizēti cīnīties pret īres maksas paaugstināšanu","LKP CK, LKJS CK, LSSZP CK un LSJS CK",1935-01,3000,Spartaks,349,224,0.6418338108882522,11.990445097617037,8.478525037970003,0.9242663666237955,0.012934705906689655,168,0.75
revl-n104-LKJS_Riga_org_homeless_cell-100-1935-01.txt,104,LKJS Rīgas organizācijas bezpajumtnieku šūnas uzsaukums amata mācekļu internāta audzēkņiem organizēti cīnīties par savām prasībām un to pieņemšanu,LKJS Rīgas organizācijas bezpajumtnieku šūna,1935-01,100,Spartaks,281,183,0.6512455516014235,10.916864748775652,7.71938909315564,0.9239372934758996,0.013490230924598499,139,0.7595628415300546
revl-n105-LKJS_CK-4000-1935-02-01.txt,105,LKJS CK aicinājums darba jaunatnei organizēt cīņu par nāves soda atcelšanu LKP biedram Z. Murinam,LKJS CK,1935-02-01,4000,Spartaks,316,193,0.6107594936708861,10.85709824393613,7.677127792295795,0.9143373684251987,0.01488298613731995,138,0.7150259067357513
revl-n106-LKJS_Riga_committee-4000-1935-02-03.txt,106,"LKJS Rīgas komitejas uzsaukums darbaļaudīm cīnīties pret kara tiesām, par LKP biedram Z. Murinam piespriestā nāves soda atcelšanu, pret fašistisko režīmu",LKJS Rīgas komiteja,1935-02-03,4000,Spartaks,553,306,0.5533453887884268,13.012443620214405,9.201187123661235,0.9062962227276259,0.014837445042670027,222,0.7254901960784313
revl-n107-LKP_CK-unk-[…1935-02-04].txt,107,"LKP CK lapiņa par valsts un pašvaldību darbinieku smago stāvokli un beztiesīgumu, ar aicinājumu valsts un pašvaldību darbiniekiem kopā ar strādniekiem cīnīties pret fašistisko diktatūru",LKP CK,[…1935-02-04],unk,Spartaks,1415,632,0.446643109540636,16.80114416430268,11.880202970271215,0.8889030719259775,0.015313396557269142,409,0.6471518987341772
revl-n108-LKP_Riga_committee-1000-[…1935-02-05].txt,108,LKP Rīgas komitejas uzsaukums darbaļaudīm atbalstīt gumijas izstrādājumu fabrikas «Kontinents» strādnieku cīņu,LKP Rīgas komiteja,[…1935-02-05],1000,Spartaks,275,172,0.6254545454545455,10.371990253475067,7.334104642632998,0.9164508197515695,0.014874948399292981,130,0.7558139534883721
revl-n109-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-4000-1935-02-08.txt,109,"LKP CK, LKJS CK, LSSZP CK un LSJS CK uzsaukums darbaļaudīm organizēt plašu kampaņu par nāves soda atcelšanu Daugavpils revolucionāriem","LKP CK, LKJS CK, LSSZP CK un LSJS CK",1935-02-08,4000,Kollomans Vallišs,443,260,0.5869074492099323,12.352972791785078,8.734870828884146,0.9125491035403931,0.014351340800182417,179,0.6884615384615385
revl-n110-LKP_CK-10000-[…1935-02-09].txt,110,LKP CK uzsaukums darbaļaudīm prasīt atcelt nāves sodu LKP biedram Z. Murinam un atbrīvot visus ieslodzītos pretfašisma cīnītājus,LKP CK,[…1935-02-09],10000,Spartaks,255,171,0.6705882352941176,10.708435377556057,7.5720072713678155,0.9278864855643063,0.013013911691441123,128,0.7485380116959064
revl-n111-LKP_LSSZP_LKJS_LSJS_VEF_unit_committee-1000-[…1935-02-09].txt,111,"LKP, LSSZP, LKJS un LSJS VEFa vienības komitejas uzsaukums VEFa strādniekiem cīnīties pret atlaišanu no darba","LKP, LSSZP, LKJS un LSJS VEFa vienības komiteja",[…1935-02-09],1000,Spartaks,341,204,0.5982404692082112,11.0472193659072,7.811563726888332,0.9119045204630717,0.015105839303188954,146,0.7156862745098039
revl-n112-SP_CK-unk-[…1935-02-09].txt,112,Latvijas Sarkanās Palīdzības CK uzsaukums darbaļaudīm piedalīties starptautiskajā kampaņā par nāves soda atcelšanu LKP biedram Z. Murinam,Latvijas Sarkanās Palīdzības Centrālā komiteja,[…1935-02-09],unk,unk,285,168,0.5894736842105263,9.95146114635275,7.036745659300484,0.9064969106512695,0.01654193159274415,110,0.6547619047619048
revl-n113-SP_CK_SP_Riga_committee-unk-[…1935-02-09].txt,113,"Latvijas Sarkanās Palīdzības CK un Rīgas komitejas uzsaukums darbaļaudīm organizēti cīnīties par nāves soda atcelšanu LKP biedram Z. Murinam, pret politieslodzīto spīdzināšanu Latvijas cietumos",SP CK un SP Rīgas komiteja,[…1935-02-09],unk,unk,408,258,0.6323529411764706,12.7729033043991,9.031806541980663,0.9237585726626812,0.012683087463148033,200,0.7751937984496124
revl-n114-LKP_CK-7000-[1935-02-01..1935-02-15].txt,114,"LKP CK uzsaukums darbaļaudīm cīnīties pret Latvijas pārvēršanu hitleriskās Vācijas placdarmā karam pret PSRS, par fašistiskā režīma likvidēšanu",LKP CK,[1935-02-01..1935-02-15],7000,Spartaks,1486,531,0.3573351278600269,13.774794114384227,9.740250327729628,0.8591041493779272,0.01929064552405089,336,0.632768361581921
revl-n115-LKJS_Riga_org_IV_district_unit_committee_LSJS_Riga_org_I_district_unit_committee-1000-1935-02-15.txt,115,LKJS Rīgas organizācijas IV rajona un LSJS Rīgas organizācijas I rajona vienības komitejas uzsaukums darbaļaudīm turpināt protesta kampaņu pret fašistisko teroru,LKJS Rīgas organizācijas IV rajona un LSJS Rīgas organizācijas I rajona vienības komiteja,1935-02-15,1000,Spartaks,403,240,0.5955334987593052,11.95525155328123,8.453639444116163,0.9136017470342275,0.014402261479780664,174,0.725
revl-n116-LKP_Riga_committee_LSSZP_Riga_committee-300-[…1935-02-16].txt,116,LKP un LSSZP Rīgas komiteju uzsaukums pilsētai piederošo māju dzīvokļu īrniekiem organizēt cīņu pret īres paaugstināšanu,LKP un LSSZP Rīgas komiteja,-[…1935-02-16],300,Spartaks,337,232,0.6884272997032641,12.637845288305964,8.936306102947606,0.9358521926313087,0.011021802977093943,183,0.7887931034482759
revl-n117-LKP_CK-3000-1935-02.txt,117,LKP CK uzsaukums darbaļaudīm vienotā frontē cīnīties par darba algas paaugstināšanu un darba apstākļu uzlabošanu budžu saimniecībās nodarbinātajiem strādniekiem,LKP CK,1935-02,3000,Spartaks,1080,503,0.46574074074074073,15.305802579172143,10.82283679523517,0.8906002599106863,0.015662732038838396,342,0.679920477137177
revl-n118-LKJS_III_district_committee-50-1935-02.txt,118,LKJS III rajona komitejas uzsaukums Vecmīlgrāvi sabiedriskajos darbos nodarbinātajiem bezdarbniekiem cīnīties par sava stāvokļa uzlabošanu,LKJS III rajona komiteja,1935-02,50,Spartaks,196,130,0.6632653061224489,9.285714285714286,6.56599153958937,0.9222108204760386,0.014738061703135115,96,0.7384615384615385
revl-n119-LKP_CK-5000-[1935-03-07…].txt,119,"LKP CK lapiņa sakarā ar politpārvaldes aģentu izdarīto uzbrukumu LKJS CK sekretāram M. Rozentālam, ar aicinājumu darbaļaudīm organizēt kampaņu par ievainotā atbrīvošanu",LKP CK,[1935-03-07…],5000,Spartaks,347,201,0.579250720461095,10.790245354609882,7.629855660911289,0.9066524953855026,0.015958680382138993,142,0.7064676616915423
revl-n120-LKJS_CK_LSJS_CK-2000-[1935-03-07…].txt,120,LKJS CK un LSJS CK uzsaukums darbaļaudīm organizēt cīņu par politpārvaldes aģentu ievainotā M. Rozentāla atbrīvošanu,LKJS CK un LSJS CK,[1935-03-07…],2000,Spartaks,234,158,0.6752136752136753,10.328783117277691,7.303552583632183,0.9280104554752715,0.01319620660313929,120,0.759493670886076
revl-n121-LKP_CK_Womens_center-3000-[…1935-03-08].txt,121,LKP CK sieviešu centra Starptautiskajai sieviešu dienai veltīta lapiņa ar aicinājumu darba sievietēm stāties Komunistiskajā partijā cīņai par padomju varu Latvijā,LKP CK Sieviešu centrs,[…1935-03-08],3000,Spartaks,631,310,0.49128367670364503,12.34090514419951,8.726337713443423,0.8897627039549378,0.017098195493646398,212,0.6838709677419355
revl-n122-LKP_Riga_committee-3000-[…1935-03-08].txt,122,LKP Rīgas komitejas Starptautiskajai sieviešu dienai veltīta lapiņa ar aicinājumu darba sievietēm būt gatavām organizēti atsist fašisma uzbrukumu darba sievietes dzīves līmenim,LKP Rīgas komiteja,[…1935-03-08],3000,Spartaks,1018,446,0.4381139489194499,13.978512840001066,9.884301220067979,0.8808367769697644,0.017206206779159364,294,0.6591928251121076
revl-n123-SP_CK_SP_Riga_committee-2000-[…1935-03-08].txt,123,Latvijas Sarkanās Palīdzības CK un Rīgas komitejas Starptautiskajai sieviešu dienai veltīta lapiņa,SP CK un SP Rīgas komiteja,[…1935-03-08],2000,Spartaks,519,294,0.5664739884393064,12.905167670400724,9.125331572089753,0.9090958328138252,0.014540237483648256,208,0.7074829931972789
revl-n124-LKJS_CK_LSJS_CK-2000-1935-03-12.txt,124,LKJS CK un LSJS CK Parīzes Komūnas atcerei veltīta lapiņa,LKJS CK un LSJS CK,1935-03-12,2000,unk,401,223,0.5561097256857855,11.136088578487968,7.8744037497429025,0.902103197866235,0.016332571258763605,158,0.7085201793721974
revl-n125-LKP_Riga_committee-4000-1935-03-21.txt,125,LKP Rīgas komitejas uzsaukums darbaļaudīm protestēt pret fašisma teroru un apcietināto spīdzināšanu politiskajā pārvaldē un cietumos,LKP Rīgas komiteja,1935-03-21,4000,Spartaks,481,316,0.656964656964657,14.40835978176668,10.188248907462745,0.9319731078819552,0.011014953713032096,245,0.7753164556962026
revl-n126-LKJS_LSJS_Riga_students_united_struggle_committee-1000-1935-03.txt,126,"LKJS un LSJS Rīgas skolēnu vienotās cīņas komitejas uzsaukums skolniekiem, skolnieku vecākiem un progresīvajai inteliģencei radīt plašu protesta kustību pret fašistisko teroru skolās",LKJS un LSJS Rīgas skolēnu vienotās cīņas komiteja,1935-03,1000,Kollomans Vallišs,694,310,0.44668587896253603,11.767439079017413,8.320835969972794,0.8768203107491523,0.018827698459300043,214,0.6903225806451613
revl-n127-SP_CK-5000-1935-03-17.txt,127,Latvijas Sarkanās Palīdzības CK uzsaukums strādniekiem protestēt pret fašistiskā terora pastiprināšanos,Latvijas Sarkanās Palīdzības Centrālā komiteja,1935-03-17,5000,«Sarkanās Palīdzības» spiestuve,243,157,0.6460905349794238,10.07155469586347,7.121664622536278,0.9204786542990869,0.014476689642224908,120,0.7643312101910829
